2018-11-03 21:30:01,b'Have you been binge watching #Netflix? Here are the top Netflix Original Series that were searched for globally wit\xe2\x80\xa6 https://t.co/NygdzwpUtb'
2018-11-03 20:34:02,"b""I've just watched episode S03E02 of Narcos! #narcos  #tvtime https://t.co/Pm5aZuEJft"""
2018-11-03 20:11:44,b'@NarcosNetflix #Narcos #Netflix what an amazing serie! Congrats at all actors and staff for all the episodes. I can\xe2\x80\xa6 https://t.co/D1CiqrBc2f'
2018-11-03 19:59:15,b'@JeremyMcLellan No man Mexico can go all #Narcos on them witches.'
2018-11-03 19:12:19,"b""I've just watched episode S03E01 of Narcos! #narcos  #tvtime https://t.co/xv6g7cvrEq"""
2018-11-03 17:52:51,"b""I've just watched episode S02E10 of Narcos! #narcos  #tvtime https://t.co/7hsnvJ8HID"""
2018-11-03 17:29:29,"b'I know these men are wicked but when Gudtsvo died, I felt that \xf0\x9f\x98\x9e.\n#Narcos'"
2018-11-03 16:35:27,b'RT @imbhawnak: Add these shows to your list and binge-watch on weekend #Netflix #NetflixTH #Showtime #tvshow #series #BreakingBad #mindhunt\xe2\x80\xa6'
2018-11-03 16:30:31,"b""After watching #Narcos, I'm pretty sure my next gf should be Columbian. Those women are down to the end! \xf0\x9f\x92\xaf #ColumbianBride"""
2018-11-03 16:20:45,b'So close to heaven yet so far from God \n#narcos'
2018-11-03 15:12:40,b'me finally catching up on #narcos season 2 after a million years https://t.co/FldzPk8Y1E'
2018-11-03 14:00:02,"b""\xf0\x9f\x97\x93 Nov 16: #Narcos\n\xf0\x9f\x97\x93 Nov 25: #DirtyJohn\n\xf0\x9f\x97\x93 Dec 5: #MrsMaisel\n\nHere's your guide to every upcoming TV premiere of 2018 https://t.co/H3gWrkfyli"""
2018-11-03 12:35:51,b'Narcos eSports #Logo To Buy Online \n\nBuy it here: https://t.co/1fd3eOT71t\n\n#mascot #mascotlogos #mascotlogo #gamer\xe2\x80\xa6 https://t.co/wDyTrr9B8c'
2018-11-03 11:31:28,b'Colombia: Hundreds displaced by fighting between #narcos and #guerrillas #ELN #DrugCartels #Colombia\nhttps://t.co/omtCoSpIrE'
2018-11-03 11:05:09,b'Now you can access these series on Netflix with the help of XFINITY TV along with your other entertainment\xe2\x80\x94just CAL\xe2\x80\xa6 https://t.co/Fa0y5l9Zgk'
2018-11-03 10:15:01,"b""I've just watched episode S03E09 of Narcos! #narcos  #tvtime https://t.co/PYvdhE2Yle https://t.co/uhJcVT9qkl"""
2018-11-03 09:12:29,"b""I've just watched episode S03E08 of Narcos! #narcos  #tvtime https://t.co/h3QWBGpb0P https://t.co/PMpRm5eAVC"""
2018-11-03 08:21:36,b'On set with @lebonwski for the video spot of the new @netflixit @narcos series. \nA great honor and pleasure to work\xe2\x80\xa6 https://t.co/OsdPdUN5w5'
2018-11-03 02:20:16,b'@Crisantikukas22 probable.. o #narcos'
2018-11-02 22:07:26,b'@1YoungTakeoff When are you gonna drop the #solo album?! Looking for that #Narcos flow!'
2018-11-02 21:29:23,"b""#Narcos #Season3 #Finally #November16 I.  Can't. Wait"""
2018-11-02 20:46:37,"b""I've just watched episode S02E01 of Narcos! #narcos #tvtime https://t.co/srZ7O6KMUn"""
2018-11-02 20:25:12,b'RT @WSHHFANS: My shooter Pablo is back #Narcos https://t.co/PvktgML2U1'
2018-11-02 20:18:10,"b""I'm also super excited to watch @watchdust 's first feature length film 'Prospect' with Pedro Pascal from #GoT &amp;\xe2\x80\xa6 https://t.co/Hs94I5sykT"""
2018-11-02 20:05:00,"b""RT @RottenTomatoes: #Narcos, #Vikings and 'House of Cards' are among the month's top binge tv offerings. https://t.co/eG3GPDgpEo"""
2018-11-02 19:19:22,b'I love my friends. A buddy sent me this billboard photo in middle of a rough day and it immediately reminded me how\xe2\x80\xa6 https://t.co/NAOwK4wQXj'
2018-11-02 18:50:07,b'@1YoungTakeoff @QuavoStuntin @Migos @OffsetYRN @1YoungTakeoff  i love #walkittalkit #badboujie #narcos and all the\xe2\x80\xa6 https://t.co/AC3CTOJj25'
2018-11-02 18:48:28,"b'RT @clopezcorrea: I was born &amp; raised in #Medellin Colombia, an amazing &amp; vibrant city in the middle of the mountains.\n\nPlease do not menti\xe2\x80\xa6'"
2018-11-02 17:46:07,b'Bablo Escopar #narcos #Netflix when a bad guy be the smarter one. I Loved his story\xf0\x9f\xa4\x97'
2018-11-02 17:36:49,"b""RT @RottenTomatoes: #Narcos, #Vikings and 'House of Cards' are among the month's top binge tv offerings. https://t.co/eG3GPDgpEo"""
2018-11-02 17:28:27,b'Mood..... #Narcos https://t.co/Ws30uLsWuX'
2018-11-02 17:03:18,b'RT @mrtruch: TUYO (Narcos theme song) New Cover by @MartaEspana #artist #Narcos #Netflix #Nintendo #cover #tuyo #art #voice #voz please vis\xe2\x80\xa6'
2018-11-02 16:15:07,b'For the second time \xf0\x9f\x98\x8d \n@NetflixMENA #Narcos https://t.co/ZRpDKTqeZT'
2018-11-02 16:13:47,b'RT @WSHHFANS: My shooter Pablo is back #Narcos https://t.co/PvktgML2U1'
2018-11-02 16:09:49,"b""I've just watched episode S01E10 of Narcos! #narcos  #tvtime https://t.co/TE2pBvnEuI https://t.co/990DukP8E2"""
2018-11-02 15:17:20,"b""RT @RottenTomatoes: #Narcos, #Vikings and 'House of Cards' are among the month's top binge tv offerings. https://t.co/eG3GPDgpEo"""
2018-11-02 15:17:04,"b'@MailOnline Well, evidently Mexican #Narcos have taught a thing of two to the world! #43Students'"
2018-11-02 15:12:04,"b""RT @RottenTomatoes: #Narcos, #Vikings and 'House of Cards' are among the month's top binge tv offerings. https://t.co/eG3GPDgpEo"""
2018-11-02 15:11:51,b'RT @NetflixLifee: #Narcos returns Nov. 16. Check out the new cast in the official trailer for #NarcosMexico and get the scoop on the new ca\xe2\x80\xa6'
2018-11-02 15:09:36,"b""RT @RottenTomatoes: #Narcos, #Vikings and 'House of Cards' are among the month's top binge tv offerings. https://t.co/eG3GPDgpEo"""
2018-11-02 14:58:20,"b""RT @RottenTomatoes: #Narcos, #Vikings and 'House of Cards' are among the month's top binge tv offerings. https://t.co/eG3GPDgpEo"""
2018-11-02 14:52:32,"b""RT @RottenTomatoes: #Narcos, #Vikings and 'House of Cards' are among the month's top binge tv offerings. https://t.co/eG3GPDgpEo"""
2018-11-02 14:51:21,"b""RT @RottenTomatoes: #Narcos, #Vikings and 'House of Cards' are among the month's top binge tv offerings. https://t.co/eG3GPDgpEo"""
2018-11-02 14:50:51,"b""RT @RottenTomatoes: #Narcos, #Vikings and 'House of Cards' are among the month's top binge tv offerings. https://t.co/eG3GPDgpEo"""
2018-11-02 14:42:54,"b""RT @RottenTomatoes: #Narcos, #Vikings and 'House of Cards' are among the month's top binge tv offerings. https://t.co/eG3GPDgpEo"""
2018-11-02 14:37:51,"b""RT @RottenTomatoes: #Narcos, #Vikings and 'House of Cards' are among the month's top binge tv offerings. https://t.co/eG3GPDgpEo"""
2018-11-02 14:36:37,"b""RT @RottenTomatoes: #Narcos, #Vikings and 'House of Cards' are among the month's top binge tv offerings. https://t.co/eG3GPDgpEo"""
2018-11-02 14:33:06,"b""RT @RottenTomatoes: #Narcos, #Vikings and 'House of Cards' are among the month's top binge tv offerings. https://t.co/eG3GPDgpEo"""
2018-11-02 14:32:49,b'RT @mrtruch: TUYO (Narcos theme song) New Cover by @MartaEspana #artist #Narcos #Netflix #Nintendo #cover #tuyo #art #voice #voz please vis\xe2\x80\xa6'
2018-11-02 14:32:23,"b""RT @RottenTomatoes: #Narcos, #Vikings and 'House of Cards' are among the month's top binge tv offerings. https://t.co/eG3GPDgpEo"""
